date,time,network,video,caption,hashtags
2026-09-25,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f56aF - Cual es la capital.mp4,"20 € de premio este sábado. ¿Cuál es la capital de Turquía? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-09-25,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f60aF - Quien escribio Cien anos.mp4,"20 € de premio este sábado. ¿Quién escribió 'Cien años de soledad'? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #literatura"
2026-09-26,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r11 - En que estado de.mp4,"20 € de premio este sábado. ¿en qué estado de estados unidos está el volcán kilauea? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-26,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r01 - Quien marco el gol.mp4,"20 € de premio este sábado. ¿quién marcó el gol de españa en la final del mundial? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-26,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r09 - De que color es.mp4,"20 € de premio este sábado. ¿de qué color es la caja negra de un avión? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-27,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f105a - Quien presenta Conexion Honduras.mp4,"20 € de premio este sábado. ¿Quién presenta «Conexión Honduras» en Supervivientes? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #supervivientes #tele"
2026-09-27,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r04 - En que pais esta.mp4,"20 € de premio este sábado. ¿en qué país está el kilimanjaro? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-27,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r13 - Como se llama la.mp4,"20 € de premio este sábado. ¿cómo se llama la aurora del hemisferio sur? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-28,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r10 - Cuantas veces mas caliente.mp4,"20 € de premio este sábado. ¿cuántas veces más caliente que la superficie del sol puede estar un rayo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-28,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r06 - Que significa farmear aura.mp4,"20 € de premio este sábado. ¿qué significa «farmear aura»? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-28,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f103a - A quien gano Espana.mp4,"20 € de premio este sábado. ¿A quién ganó España la final del Mundial 2026? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #futbol #mundial2026"
2026-09-29,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r15 - Cual es el oceano.mp4,"20 € de premio este sábado. ¿cuál es el océano más grande del mundo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-29,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f107a - De que videojuego es.mp4,"20 € de premio este sábado. ¿De qué videojuego es Freddy Fazbear? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #videojuegos #halloween"
2026-09-29,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r03 - Con cuantos huesos nace.mp4,"20 € de premio este sábado. ¿con cuántos huesos nace un bebé? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-09-30,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f102aF - Cuantos Mundiales ha ganado.mp4,"20 € de premio este sábado. ¿Cuántos Mundiales ha ganado ya España? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #futbol #mundial2026"
2026-09-30,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f108aF - De que pais es.mp4,"20 € de premio este sábado. ¿De qué país es el Papa León XIV, que visitó España en junio? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #actualidad #papa"
2026-09-30,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r12 - En una manada de.mp4,"20 € de premio este sábado. En una manada de leones, ¿quién hace la mayor parte de la caza? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-10-01,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f106aF - Que significa farmear aura.mp4,"20 € de premio este sábado. ¿Qué significa «farmear aura»? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #tiktok #tendencias"
2026-10-01,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r08 - Quien le dio el.mp4,"20 € de premio este sábado. ¿quién le dio el pase a ferran torres en el gol de la final? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-10-01,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r02 - Cuantas tierras caben dentro.mp4,"20 € de premio este sábado. ¿cuántas tierras caben dentro del sol? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-10-02,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f104aF - El 12 de agosto.mp4,"20 € de premio este sábado. El 12 de agosto hubo eclipse total de Sol. ¿Desde qué ciudad se vio total? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #eclipse #ciencia"
2026-10-02,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r14 - De que esta hecho.mp4,"20 € de premio este sábado. ¿de qué está hecho el esqueleto de un tiburón? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-10-02,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r07 - Que idioma tiene mas.mp4,"20 € de premio este sábado. ¿qué idioma tiene más hablantes nativos? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-10-03,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Real r05 - Que pais produce mas.mp4,"20 € de premio este sábado. ¿qué país produce más café del mundo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #datoscuriosos"
2026-10-03,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x13 - Ordenalos 13.mp4,"20 € de premio este sábado. Ordénalos de más pequeño a más grande. Tienes 6 segundos. ¿Lo has clavado? Comenta tu orden 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ordena #reto"
2026-10-03,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f87a - Que planeta tiene los.mp4,"20 € de premio este sábado. ¿Qué planeta tiene los anillos más visibles? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio"
2026-10-04,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x09 - Esta tiene trampa 09.mp4,"20 € de premio este sábado. Esta tiene trampa: ¿Qué país tiene más islas del mundo? ¿Has caído? Comenta sí o no 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #trampa #preguntas"
2026-10-04,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x15 - Completa el refran 15.mp4,"20 € de premio este sábado. Completa el refrán: 4 refranes de toda la vida. ¿Cuántos sabías? Comenta de 0 a 4 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #refranes #espanol"
2026-10-04,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab e06 - Cuantos minutos tiene un.mp4,"20 € de premio este sábado. ¿Cuántos minutos tiene un día? Esa es la imposible; antes van una fácil y una difícil. Un fallo y fuera. ¿Hasta cuál llegaste? Comenta 1, 2 o 3 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-05,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x04 - Verdadero o falso 04.mp4,"20 € de premio este sábado. Verdadero o falso: 5 frases, 3 segundos cada una. ¿Cuántas has acertado? Comenta de 0 a 5 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #verdaderoofalso #datoscuriosos"
2026-10-05,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x11 - Esto o aquello 11.mp4,"20 € de premio este sábado. Esto o aquello: 5 duelos, 3 segundos cada uno. ¿Cuántos has acertado? Comenta de 0 a 5 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #estooaquello #duelo"
2026-10-05,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab t01 - Cuantos corazones tiene un.mp4,"20 € de premio este sábado. ¿Cuántos corazones tiene un pulpo? Y dos más antes: ¿cuántas aciertas de 3? Comenta cuántas has acertado: 0, 1, 2 o 3 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio"
2026-10-06,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x08 - Banderas con zoom 08.mp4,"20 € de premio este sábado. ¿De qué país es? 4 banderas vistas muy de cerca. ¿Cuántas has sacado? Comenta de 0 a 4 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #banderas #geografia"
2026-10-06,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab x14 - Ordenalos 14.mp4,"20 € de premio este sábado. Ordénalos del más antiguo al más reciente. Tienes 6 segundos. ¿Lo has clavado? Comenta tu orden 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ordena #reto"
2026-10-06,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f29a - Cual es la ciudad.mp4,"20 € de premio este sábado. ¿Cuál es la ciudad más poblada del mundo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-07,11:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab e01 - Cual es el rio.mp4,"20 € de premio este sábado. ¿Cuál es el río más largo de Europa? Esa es la imposible; antes van una fácil y una difícil. Un fallo y fuera. ¿Hasta cuál llegaste? Comenta 1, 2 o 3 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-07,14:30,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab t06 - Que gas es el.mp4,"20 € de premio este sábado. ¿Qué gas es el más abundante en la atmósfera terrestre? Y dos más antes: ¿cuántas aciertas de 3? Comenta cuántas has acertado: 0, 1, 2 o 3 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #deporte #geografia"
2026-10-07,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f99a - Cual es la estrella.mp4,"20 € de premio este sábado. ¿Cuál es la estrella más cercana a la Tierra? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio"
2026-10-08,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab e10 - Cual es el pais.mp4,"20 € de premio este sábado. ¿Cuál es el país con más habitantes del mundo? Esa es la imposible; antes van una fácil y una difícil. Un fallo y fuera. ¿Hasta cuál llegaste? Comenta 1, 2 o 3 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio #ciencia"
2026-10-08,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f82aF - Cuantos dias tiene un.mp4,"20 € de premio este sábado. ¿Cuántos días tiene un año bisiesto? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #matematicas"
2026-10-08,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab e05 - Cuantos dientes tiene un.mp4,"20 € de premio este sábado. ¿Cuántos dientes tiene un adulto (sin las muelas del juicio)? Esa es la imposible; antes van una fácil y una difícil. Un fallo y fuera. ¿Hasta cuál llegaste? Comenta 1, 2 o 3 👇 Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio #animales"
2026-10-09,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f59a - Cual es el oceano.mp4,"20 € de premio este sábado. ¿Cuál es el océano más pequeño? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-09,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f50aF - Cual es el idioma.mp4,"20 € de premio este sábado. ¿Cuál es el idioma oficial de Brasil? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #idiomas"
2026-10-09,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f28aF - Cuantos corazones tiene un.mp4,"20 € de premio este sábado. ¿Cuántos corazones tiene un pulpo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-10,10:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f94aF - Que instrumento tiene teclas.mp4,"20 € de premio este sábado. ¿Qué instrumento tiene teclas y cuerdas golpeadas por martillos? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-10,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f42aF - Cual es el metal.mp4,"20 € de premio este sábado. ¿Cuál es el metal líquido a temperatura ambiente? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-10,18:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f97a - Que tipo de animal.mp4,"20 € de premio este sábado. ¿Qué tipo de animal es la ballena? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-10,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f48aF - Cuantas teclas tiene un.mp4,"20 € de premio este sábado. ¿Cuántas teclas tiene un piano estándar? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-11,10:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f21a - Cual es el pais.mp4,"20 € de premio este sábado. ¿Cuál es el país más grande de África? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-11,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f67a - Que animal pone los.mp4,"20 € de premio este sábado. ¿Qué animal pone los huevos más grandes? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-11,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f84aF - Cual es el organo.mp4,"20 € de premio este sábado. ¿Cuál es el órgano más grande del cuerpo humano? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #ciencia"
2026-10-12,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f68aF - Cuantas cuerdas tiene una.mp4,"20 € de premio este sábado. ¿Cuántas cuerdas tiene una guitarra española? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-12,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f69a - Que mar bana Valencia.mp4,"20 € de premio este sábado. ¿Qué mar baña Valencia? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-12,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f36aF - En que pais nacio.mp4,"20 € de premio este sábado. ¿En qué país nació el tango? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #musica"
2026-10-13,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f89a - Que insecto produce la.mp4,"20 € de premio este sábado. ¿Qué insecto produce la miel? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-13,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f85a - En que ciudad esta.mp4,"20 € de premio este sábado. ¿En qué ciudad está el Coliseo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #historia"
2026-10-13,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f20aF - Que animal es el.mp4,"20 € de premio este sábado. ¿Qué animal es el más rápido del mundo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-14,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f49a - Que pais tiene forma.mp4,"20 € de premio este sábado. ¿Qué país tiene forma de bota? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-14,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f35a - Cual es el animal.mp4,"20 € de premio este sábado. ¿Cuál es el animal terrestre más grande? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #animales"
2026-10-14,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f63a - Que planeta es conocido.mp4,"20 € de premio este sábado. ¿Qué planeta es conocido como el planeta rojo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #espacio"
2026-10-15,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f22aF - Cuantas veces cabe la.mp4,"20 € de premio este sábado. ¿Cuántas veces cabe la Tierra en el Sol? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-15,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f23a - En que continente esta.mp4,"20 € de premio este sábado. ¿En qué continente está Turquía? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-15,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f64aF - Cuantos anos dura un.mp4,"20 € de premio este sábado. ¿Cuántos años dura un siglo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #matematicas"
2026-10-16,08:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f26aF - Cuantos dientes tiene un.mp4,"20 € de premio este sábado. ¿Cuántos dientes tiene un adulto (sin las muelas del juicio)? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral"
2026-10-16,14:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f65a - En que pais esta.mp4,"20 € de premio este sábado. ¿En qué país está Machu Picchu? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
